category_id,drink_id,drink_name,drink_en_name,drink_content,drink_zoomimg,drink_nutrition_info,kcal,fat,protein,sodium,sugars,caffeine,allergy,,,,,,,,
6,70,매직 팝 스플래쉬 피지오,Magic Pop Splash Fizzio™,"신비한 보라색의 피지오가 팝시클이 녹으면서 핑크색으로 점차 변하며 마법이 일어난 것 같은 피지오 음료

* 용인에버랜드R 매장에서만 판매하는 음료입니다",http://image.istarbucks.co.kr/upload/store/skuimg/2019/07/[9200000002402]_20190711125640509.jpg,Grande(그란데) / 473ml (16 fl oz),320,0,1,10,60,0,,,,,,,,,
6,71,블랙 티 레모네이드 피지오,Black Tea Lemonade Starbucks Fizzio™,블랙 티와 상큼한 레모네이드를 스파클링한 시원하고 청량감 있는 음료입니다.,http://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[107025]_20160905095924513.jpg,Tall(톨) / 355ml (12 fl oz),65,0,0,0.2,17,35,,,,,,,,,
6,72,쿨 라임 피지오,Cool Lime Starbucks Fizzio™,그린 빈 추출액이 들어간 라임 베이스에 건조된 라임 슬라이스를 넣고 스파클링한 시원하고 청량감 있는 음료입니다. (카페인이 함유된 탄산음료입니다),http://image.istarbucks.co.kr/upload/store/skuimg/2015/08/[107051]_20150804111927377.jpg,Tall(톨) / 355ml (12 fl oz),105,0,0,20,26,110,,,,,,,,,
6,73,패션 탱고 티 레모네이드 피지오,Passion Tango Tea Lemonade Starbucks Fizzio™,패션 티와 상큼한 레모네이드를 스파클링한 시원하고 청량감 있는 음료입니다.,http://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[107031]_20160905102946376.jpg,Tall(톨) / 355ml (12 fl oz),65,0,0,0.2,17,0,,,,,,,,,
6,74,핑크 자몽 피지오,Pink Grapefruit Starbucks Fizzio™,"신선하게 착즙한 자몽이 스타벅스 만의 수제 탄산음료로 선보입니다.
핑크빛의 생자몽으로 아름다운 비주얼과 신선함을 느껴 보세요. ",http://image.istarbucks.co.kr/upload/store/skuimg/2018/06/[9200000001321]_20180601160716831.jpg,Tall(톨) / 355ml (12 fl oz),185,0,1,20,43,0,,,,,,,,,
7,75,스타벅스 라임 모히토 티,Starbucks Lime Mojito Tea,"라임과 사과 과즙이 팡팡 터지는 
맑고 청량한 스타벅스 라임 모히토 티와 함께
가장 가까운 여름 휴가를 누리세요.",http://image.istarbucks.co.kr/upload/store/skuimg/2020/05/[9200000002856]_20200515101837227.jpg,Tall(톨) / 355ml (12 fl oz),140,0,0,5,29,11,,,,,,,,,
7,76,그랜마 애플 블랙 티,Grandma Apple Black Tea,"잉글리쉬 브렉퍼스트 티와 신선한 사과, 시나몬과 레몬의 가벼운 터치가
마치 할머니의 비밀 레시피같은 묘한 매력의 그랜마 애플 블랙 티를 소개합니다.

오직, Teavana Bar 매장에서만 만날 수 있습니다.",http://image.istarbucks.co.kr/upload/store/skuimg/2018/12/[9200000001929]_20181226180215751.jpg,Tall(톨) / 355ml (12 fl oz),230,0.2,1,5,38,0,,,,,,,,,
7,77,라임 패션 티,Lime Passion Tea,"새콤달콤한 히비스커스와 라임의 
이국적인 조화가 매력적인 라임 패션 티를 만나보세요!",http://image.istarbucks.co.kr/upload/store/skuimg/2019/01/[9200000001931]_20190114160428952.jpg,Tall(톨) / 355ml (12 fl oz),140,0,0,25,35,150,,,,,,,,,
7,78,민트 블렌드 티,Mint Blend Brewed Tea ,"스피어민트, 페퍼민트, 레몬버베나가 블렌딩된 상쾌한 허브 티 입니다.",http://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[4004000000056]_20160905095218270.jpg,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,0,,,,,,,,,
7,79,아이스 그랜마 애플 블랙 티,Iced Grandma Apple Black Tea,"잉글리쉬 브렉퍼스트 티와 신선한 사과, 시나몬과 레몬의 가벼운 터치가
마치 할머니의 비밀 레시피같은 묘한 매력의 그랜마 애플 블랙 티를 소개합니다.

오직, Teavana Bar 매장에서만 만날 수 있습니다.",http://image.istarbucks.co.kr/upload/store/skuimg/2018/12/[9200000001930]_20181226180250814.jpg,Tall(톨) / 355ml (12 fl oz),230,0.2,1,5,38,40,,,,,,,,,
7,80,아이스 라임 패션 티,Iced Lime Passion Tea,"새콤달콤한 히비스커스와 라임의 
이국적인 조화가 매력적인 라임 패션 티를 만나보세요!",http://image.istarbucks.co.kr/upload/store/skuimg/2019/01/[9200000001933]_20190114160516783.jpg,Tall(톨) / 355ml (12 fl oz),90,0,0,15,22,93,,,,,,,,,
7,81,아이스 민트 블렌드 티,Iced Mint Blend Brewed Tea,"스피어민트, 페퍼민트, 레몬버베나가 블렌딩된 상쾌한 허브 티 입니다.
(약 5분 정도의 티 추출 시간이 소요됩니다.)",http://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[4004000000059]_20160905100053426.jpg,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,0,,,,,,,,,
7,82,아이스 얼 그레이 티,Iced Earl Grey Brewed Tea,"시원하게 즐기는 뜨거운 물에 우려내 라벤더 향이 특징적인 향긋한 블랙 티 
(약 5분 정도의 티 추출 시간이 소요됩니다.)",http://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[4004000000039]_20160905100330521.jpg,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,50,,,,,,,,,
7,83,아이스 유스베리 티,Iced Youthberry™Brewed Tea,"아사이베리, 히비스커스, 장미 꽃잎의 핑크빛 컬러가 감도는 수색과 베리류의 새콤함을 느낄 수 있는 화이트 티 입니다.",http://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[9200000000229]_20160905094710349.jpg,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,20,,,,,,,,,
7,84,아이스 유자 민트 티,Iced Yuja Mint Tea,"달콤한 유자와 알싸하고 은은한 진저, 
우릴 수록 상쾌한 민트 티가 조화로운 유자 민트 티입니다.",http://image.istarbucks.co.kr/upload/store/skuimg/2020/06/[9200000002959]_20200616103540671.jpg,Tall(톨) / 355ml (12 fl oz),145,0,0,5,37,0,,,,,,,,,
7,85,아이스 잉글리쉬 브렉퍼스트 티,Iced English Breakfast Brewed Tea,"인도 아삼, 스리랑카 실론, 중국의 홍차가 블렌딩 된 깊고 그윽한 블랙 티 입니다.
(약 5분 정도의 티 추출 시간이 소요됩니다.)",http://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[4004000000019]_20160905100755211.jpg,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,45,,,,,,,,,
7,86,아이스 제주 유기 녹차,Iced Jeju Organic Green Tea,"우수한 품질의 제주도 산 유기 녹차로만 이루어져 맑은 수색과 신선한 향, 맛이 뛰어난 녹차 입니다.
(약 3분 정도의 티 추출 시간이 소요됩니다.)",http://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[400400000094]_20160905100927573.jpg,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,16,,,,,,,,,
7,87,아이스 차이 티,Iced Chai Brewed Tea,"진저, 카르다몸, 이국적인 풍미의 시나몬 등이 블렌딩된 블랙 티 입니다.
(약 5분 정도의 티 추출 시간이 소요됩니다.)",http://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[4004000000049]_20160905101031391.jpg,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,45,,,,,,,,,
7,88,아이스 캐모마일 블렌드 티,Iced Chamomile Blend Brewed Tea ,"캐모마일과 라벤더의 부드러운 꽃향이 어우러진 허브 티 입니다.
(약 5분 정도의 티 추출 시간이 소요됩니다.)",http://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[4004000000079]_20160905101225311.jpg,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,0,,,,,,,,,
7,89,아이스 히비스커스 블렌드 티,Iced Hibiscus Blend Brewed Tea,"히비스커스, 사과의 풍부한 산미, 레몬그라스 등이 블렌딩된 허브 티 입니다.
(약 5분 정도의 티 추출 시간이 소요됩니다.)",http://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[4004000000069]_20160905101347336.jpg,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,0,,,,,,,,,
7,90,얼 그레이 티,Earl Grey Brewed Tea,부드러운 얼 그레이에 라벤더 향이 특징적인 향긋한 블랙 티,http://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[4004000000036]_20160905101609361.jpg,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,70,,,,,,,,,
7,91,유스베리 티,Youthberry™Brewed Tea,"아사이베리, 히비스커스, 장미 꽃잎의 핑크빛 컬러가 감도는 수색과 베리류의 새콤함을 느낄 수 있는 화이트 티 입니다.",http://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[9200000000226]_20160902191950468.jpg,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,20,,,,,,,,,
7,92,유자 민트 티,Yuja Mint Tea,"달콤한 유자와 알싸하고 은은한 진저, 
우릴 수록 상쾌한 민트 티가 조화로운 유자 민트 티입니다.",http://image.istarbucks.co.kr/upload/store/skuimg/2020/06/[9200000002956]_20200616103415684.jpg,Tall(톨) / 355ml (12 fl oz),235,0,0,10,58,0,,,,,,,,,
7,93,잉글리쉬 브렉퍼스트 티,English Breakfast Brewed Tea,"인도 아삼, 스리랑카 실론, 중국의 홍차가 블렌딩 된 깊고 그윽한 블랙 티 입니다.",http://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[4004000000016]_20160905101803567.jpg,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,45,,,,,,,,,
7,94,자몽 허니 블랙 티,Grapefruit Honey Black Tea,새콤달콤한 자몽과 꿀이 깊고 그윽한 풍미의 스타벅스 티바나의 블랙 티와 만났습니다. 화려한 색감과 톡 쏘는 상큼함이 더해진 스타벅스의 새로운 티 음료입니다.,http://image.istarbucks.co.kr/upload/store/skuimg/2016/08/[9200000000187]_20160831101015979.jpg,Tall(톨) / 355ml (12 fl oz),125,0,0,4.2,30,40,,,,,,,,,
7,95,제주 유기 녹차,Jeju Organic Green Tea,"우수한 품질의 제주도 산 유기 녹차로만 이루어져 맑은 수색과 신선한 향, 맛이 뛰어난 녹차 입니다.",http://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[400400000091]_20160905101907111.jpg,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,16,,,,,,,,,
7,96,차이 티,Chai Brewed Tea ,"진저, 카르다몸, 이국적인 풍미의 시나몬 등이 블렌딩된 블랙 티 입니다.",http://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[4004000000046]_20160905102520658.jpg,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,45,,,,,,,,,
7,97,캐모마일 블렌드 티,Chamomile Blend Brewed Tea ,캐모마일과 라벤더의 부드러운 꽃향이 어우러진 허브 티 입니다.,http://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[4004000000076]_20160905102720294.jpg,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,0,,,,,,,,,
7,98,피치 젤리 핫 티,Peach Jelly Hot Tea,"은은한 블랙 티에 복숭아의 풍미를 가득 담은 여름 음료의 대명사 아이스 티.
쫀득한 젤리의 질감으로 입 안에서 가득 퍼지는
스타벅스의 달콤하고 깔끔한 아이스 티를 선사합니다.(Hot Tea로도 즐길 수 있습니다.)",http://image.istarbucks.co.kr/upload/store/skuimg/2020/04/[9200000002754]_20200403132406530.jpg,Tall(톨) / 355ml (12 fl oz),190,0,0,65,21,40,복숭아,,,,,,,,
7,99,히비스커스 블렌드 티,Hibiscus Blend Brewed Tea ,"히비스커스, 사과의 풍부한 산미, 레몬그라스 등이 블렌딩된 허브 티 입니다.",http://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[4004000000066]_20160905103109779.jpg,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,0,,,,,,,,,
7,100,말차 레모네이드 프로즌 티,Malcha Lemonade Frozen Tea,"제주도에서 유기농으로 재배한 어릿 녹찻잎으로 만든
국내 최고등급의 말차와
상큼한 레몬으로 만든 셔벗 스타일의 프로즌 티.
말차의 감칠맛이 레몬과 만나 환상적인 청량감을 줍니다.",http://image.istarbucks.co.kr/upload/store/skuimg/2020/04/[9200000002948]_20200410105103001.jpg,Grande(그란데) / 473ml (16 fl oz),335,0.7,1,5,71,19,,,,,,,,,
7,101,아이스 자몽 허니 블랙 티,Iced Grapefruit Honey Black Tea,새콤달콤한 자몽과 꿀이 깊고 그윽한 풍미의 스타벅스 티바나의 블랙 티와 만났습니다. 화려한 색감과 톡 쏘는 상큼함이 더해진 스타벅스의 새로운 티 음료입니다.,http://image.istarbucks.co.kr/upload/store/skuimg/2016/08/[9200000000190]_20160831101044765.jpg,Tall(톨) / 355ml (12 fl oz),125,0,0,4.3,30,35,,,,,,,,,
7,102,패션 푸르트 칵테일 티,Passion Fruit Cocktail Tea,"달콤한 패션 푸르트와 새콤한 레몬, 티바나 패션탱고 티가
완벽하게 조화를 이룬 칵테일 스타일의 티 음료입니다.
패션 푸르트 씨앗으로 씹는 재미까지 즐겨 보세요.",http://image.istarbucks.co.kr/upload/store/skuimg/2020/04/[9200000002949]_20200410105319181.jpg,Grande(그란데) / 473ml (16 fl oz),225,0,0,15,51,0,,,,,,,,,
7,103,피치 젤리 아이스 티,Peach Jelly Iced Tea,"은은한 블랙 티에 복숭아의 풍미를 가득 담은 여름 음료의 대명사 아이스 티.
쫀득한 젤리의 질감으로 입 안에서 가득 퍼지는
스타벅스의 달콤하고 깔끔한 아이스 티를 선사합니다.(Hot Tea로도 즐길 수 있습니다.)",http://image.istarbucks.co.kr/upload/store/skuimg/2020/04/[9200000002757]_20200403132717649.jpg,Tall(톨) / 355ml (12 fl oz),120,0,0,40,13,35,복숭아,,,,,,,,
7,104,그랜마 애플 블랙 밀크 티,Grandma Apple Black Milk Tea,"그랜마 애플 블랙 티의 밀크 티 버전.
시나몬과 사과로 만든 할머니의 비밀 레시피로 
블랙 티의 풍미가 더욱 풍부해졌습니다.
콜드 폼 위에 올려진 앙증맞은 사과모양이 포인트인
그랜마 애플 블랙 밀크 티를 티바나 바 / 리저브 바에서 느껴보세요.",http://image.istarbucks.co.kr/upload/store/skuimg/2019/10/[9200000002568]_20191024172150506.jpg,Tall(톨) / 355ml (12 fl oz),320,4.2,11,180,45,30,우유,,,,,,,,
7,105,돌체 블랙 밀크 티,Dolce Black Milk Tea,"진한 홍차에 부드러운 우유와 연유 시럽으로 향긋하고 
달콤하게 맛을 낸 스타벅스만의 돌체 블랙 밀크 티입니다.",http://image.istarbucks.co.kr/upload/store/skuimg/2020/06/[9200000002963]_20200616103700899.jpg,Tall(톨) / 355ml (12 fl oz),250,5,8,110,34,60,우유,,,,,,,,
7,106,아이스 그랜마 애플 블랙 밀크 티,Iced Grandma Apple Black Milk Tea,"그랜마 애플 블랙 티의 밀크 티 버전.
시나몬과 사과로 만든 할머니의 비밀 레시피로 
블랙 티의 풍미가 더욱 풍부해졌습니다.
콜드 폼 위에 올려진 앙증맞은 사과모양이 포인트인
그랜마 애플 블랙 밀크 티를 티바나 바 / 리저브 바에서 느껴보세요.",http://image.istarbucks.co.kr/upload/store/skuimg/2019/10/[9200000002570]_20191024172240718.jpg,Tall(톨) / 355ml (12 fl oz),275,3.2,9,150,39,30,우유,,,,,,,,
7,107,아이스 돌체 블랙 밀크 티,Iced Dolce Black Milk Tea,"진한 홍차에 부드러운 우유와 연유 시럽으로 향긋하고 
달콤하게 맛을 낸 스타벅스만의 돌체 블랙 밀크 티입니다.",http://image.istarbucks.co.kr/upload/store/skuimg/2020/06/[9200000002966]_20200616103759846.jpg,Tall(톨) / 355ml (12 fl oz),210,3.7,6,80,31,35,우유,,,,,,,,
7,108,아이스 제주 유기농 말차로 만든 라떼,Iced Malcha Latte from Jeju Organic farm,차광재배한 어린 녹찻잎을 곱게 간 제주 유기농 말차를 사용하였습니다. 깊고 진한 말차 본연의 맛과 향을 시원하고 부드럽게 즐길 수 있는 제주 유기농 말차로 만든 라떼를 만나보세요.,http://image.istarbucks.co.kr/upload/store/skuimg/2019/12/[9200000002499]_20191227100221314.jpg,Tall(톨) / 355ml (12 fl oz),155,3.6,6,95,16,60,우유,,,,,,,,
7,109,아이스 차이 티 라떼,Iced Chai Tea Latte,부드러운 우유에 이국적인 스파이시한 풍미가 특징적인 티 라떼 입니다.,http://image.istarbucks.co.kr/upload/store/skuimg/2015/08/[135612]_20150813231332126.jpg,Tall(톨) / 355ml (12 fl oz),190,3,5,70,31,75,우유,,,,,,,,
7,110,제주 유기농 말차로 만든 라떼,Malcha Latte from Jeju Organic farm,차광재배한 어린 녹찻잎을 곱게 간 제주 유기농 말차를 사용하였습니다. 깊고 진한 말차 본연의 맛과 향을 부드럽게 즐길 수 있는 제주 유기농 말차로 만든 라떼를 만나보세요.,http://image.istarbucks.co.kr/upload/store/skuimg/2019/12/[9200000002496]_20191227100637687.jpg,Tall(톨) / 355ml (12 fl oz),205,5,9,130,20,60,우유,,,,,,,,
7,111,차이 티 라떼,Chai Tea Latte,부드러운 우유에 이국적인 스파이시한 풍미가 특징적인 티 라떼 입니다.,http://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[135608]_20160905102333436.jpg,Tall(톨) / 355ml (12 fl oz),200,3,6,70,31,75,우유,,,,,,,,
8,112,시그니처 핫 초콜릿,Signature Hot Chocolate,유럽 스타일의 진한 핫 초콜릿으로 휘핑크림과 코코아 파우더가 토핑된 음료.,http://image.istarbucks.co.kr/upload/store/skuimg/2015/08/[72]_20150813231821817.jpg,Tall(톨) / 355ml (12 fl oz),435,16,12,114,37,15,우유,,,,,,,,
8,113,아이스 시그니처 초콜릿,Iced Signature Chocolate,진한 초콜릿과 시원한 우유에 휘핑과 코코아 파우더가 얹어진 음료.,http://image.istarbucks.co.kr/upload/store/skuimg/2015/07/[110621]_20150723005650154.jpg,Tall(톨) / 355ml (12 fl oz),435,16,12,114,37,15,우유,,,,,,,,
8,114,플러피 판다 핫 초콜릿,Fluffy Panda Hot Chocolate,"고소한 헤이즐넛과 진한 핫초콜릿의 만남,
귀여운 판다까지 더해진 플러피 판다 핫 초콜릿! 

* 용인에버랜드R 매장에서만 판매하는 음료입니다",http://image.istarbucks.co.kr/upload/store/skuimg/2019/12/[9200000002594]_20191212184806609.jpg,Grande(그란데) / 473ml (16 fl oz),480,18,12,160,48,30,우유,,,,,,,,
8,115,매직 윈터 트로피컬 핫 펀치,Magic Winter Tropical Hot Punch,"새콤달콤한 파인애플과 패션후르츠의 환상적인 만남, 
남녀노소 따뜻하게 즐길 수 있는 매직 윈터 트로피컬 핫 펀치!

* 용인에버랜드R 매장에서만 판매하는 음료입니다",http://image.istarbucks.co.kr/upload/store/skuimg/2019/12/[9200000002595]_20191212184851930.jpg,Grande(그란데) / 473ml (16 fl oz),335,0,5,90,64,0,,,,,,,,,
8,116,스팀 우유,Steamed Milk,부드럽고 담백한 따뜻한 우유.,http://image.istarbucks.co.kr/upload/store/skuimg/2015/07/[17]_20150723005119588.jpg,Tall(톨) / 355ml (12 fl oz),215,7,13,173,18,0,우유,,,,,,,,
8,117,아이스 라임 플로터,Iced Lime Floater,"[더종로R,청담스타R,한강진역R,홍대입구역사거리R 전용음료] 라임, 민트 그리고 리저브 콜드 브루 샷으로 스타벅스 리저브만의 색깔로 변주한 모히토 음료입니다.",http://image.istarbucks.co.kr/upload/store/skuimg/2017/02/[9200000000429]_20170220161700284.jpg,Grande(그란데) / 473ml (16 fl oz),110,0,0.3,6.5,27,7,,,,,,,,,
8,118,아이스 오렌지 플로터,Iced Orange Floater,"[더종로R,청담스타R,한강진역R,홍대입구역사거리R 전용음료] 오렌지의 상큼함과 리저브 콜드 브루 샷이 상쾌하게 느껴지는 리프레쉬 음료입니다.",http://image.istarbucks.co.kr/upload/store/skuimg/2017/02/[9200000000428]_20170220161626370.jpg,Grande(그란데) / 473ml (16 fl oz),100,0,0.6,7,22,7,,,,,,,,,
8,119,아이스 제주 까망 라떼,Iced Jeju Black Sesame Latte,"[제주지역 한정음료] 제주도의 돌담길과 하르방의 풍경을 제주 까망 라떼로 느껴보세요.
고소한 흑임자와 달콤한 소보로 토핑으로 시원하게 누구나 즐길 수 있는 음료입니다.
",http://image.istarbucks.co.kr/upload/store/skuimg/2018/04/[9200000001302]_20180418152834957.jpg,Grande(그란데) / 473ml (16 fl oz),225,11,8,130,13,0,우유 / 오징어,,,,,,,,
8,120,아이스 제주 레드 빈 라떼,Iced Jeju Red Bean Latte,"[제주지역 한정음료] 제주 화산송이를 형상화한 음료로
국내산 레드 빈으로 표현한 뉴트로 음료로 고급진 레드 빈의 맛을
제주 스타벅스에서 즐겨보세요.",http://image.istarbucks.co.kr/upload/store/skuimg/2020/02/[9200000002670]_20200220135516892.jpg,Grande(그란데) / 473ml (16 fl oz),425,11,11,160,43,0,,,,,,,,,
8,121,아이스 제주 청보리 라떼,Iced Jeju Green Barley Latte,"[제주지역 한정음료] 제주 바람의 숲 가파도를 연상시키는
음료로 청보리의 풋풋하고 고소함이 함께 느껴지는 음료.
제주 청보리 라떼로 가파도 길을 느껴보세요.",http://image.istarbucks.co.kr/upload/store/skuimg/2020/02/[9200000002667]_20200220135233855.jpg,Grande(그란데) / 473ml (16 fl oz),395,12,12,220,42,0,대두 / 우유,,,,,,,,
8,122,우유,Milk,고소하고 담백한 신선한 우유.,http://image.istarbucks.co.kr/upload/store/skuimg/2015/07/[18]_20150723002143240.jpg,Tall(톨) / 355ml (12 fl oz),240,8,12,200,18,0,우유,,,,,,,,
8,123,제주 까망 라떼,Jeju Black Sesame Latte,"[제주지역 한정음료] 제주도의 돌담길과 하르방의 풍경을 제주 까망 라떼로 느껴보세요.
고소한 흑임자와 달콤한 소보로 토핑으로 누구나 즐길 수 있는 음료입니다.",http://image.istarbucks.co.kr/upload/store/skuimg/2018/04/[9200000001301]_20180418152720677.jpg,Grande(그란데) / 473ml (16 fl oz),225,7,10,170,18,0,우유 / 오징어,,,,,,,,
8,124,제주 레드 빈 라떼,Jeju Red Bean Latte,"[제주지역 한정음료] 제주 화산송이를 형상화한 음료로
국내산 레드 빈으로 표현한 뉴트로 음료로 고급진 레드 빈의 맛을
제주 스타벅스에서 즐겨보세요.",http://image.istarbucks.co.kr/upload/store/skuimg/2020/02/[9200000002669]_20200220135416460.jpg,Grande(그란데) / 473ml (16 fl oz),410,7,14,200,47,0,,,,,,,,,
8,125,제주 쑥쑥 라떼,Jeju Mugwort Latte,"[제주지역 한정음료] 제주의 푸릇푸릇한 쑥 향을 느끼며 건강과 
힐링을 즐기는 음료로 제주의 오름길을 상징하는 음료. 
제주 쑥으로 향긋하고 푸릇푸릇한 쑥 향을 느끼며 
건강과 힐링을 느낄 수 있는 Non Coffee음료.",http://image.istarbucks.co.kr/upload/store/skuimg/2019/02/[9200000002089]_20190221165720149.jpg,Grande(그란데) / 473ml (16 fl oz),425,9,16,210,50,0,대두 / 우유,,,,,,,,
8,126,제주 청보리 라떼,Jeju Green Barley Latte,"[제주지역 한정음료] 제주 바람의 숲 가파도를 연상시키는
음료로 청보리의 풋풋하고 고소함이 함께 느껴지는 음료.
제주 청보리 라떼로 가파도 길을 느껴보세요.",http://image.istarbucks.co.kr/upload/store/skuimg/2020/02/[9200000002666]_20200220135145737.jpg,Grande(그란데) / 473ml (16 fl oz),455,14,15,270,47,0,대두 / 우유,,,,,,,,
9,127,기운내라임 190ML,Lime & Lemon,"비타민C를 채워주는 라임 레몬 주스.
비타민C 일일 권장 섭취량을 한 병에 즐기세요!",http://image.istarbucks.co.kr/upload/store/skuimg/2020/06/[9300000002853]_20200616143530669.jpg,190 ml,90,0,1,5,22,0,,,,,,,,,
9,128,파이팅 청귤 190ML,Green Tangerine & Yuja,"비타민C로 상큼해지는 청귤 유자 주스.
비타민C 일일 권장 섭취량을 한 병에 즐기세요!",http://image.istarbucks.co.kr/upload/store/skuimg/2020/06/[9300000002850]_20200616143038969.jpg,190 ml,95,0,1,5,22,0,,,,,,,,,
9,129,한방에 쭉 감당 190ML,Tangerine & Carrot,"자연의 맛 그대로 느낄 수 있는 감귤 당근 주스.
비타민B도 같이 즐기세요!",http://image.istarbucks.co.kr/upload/store/skuimg/2020/06/[9300000002854]_20200616143636407.jpg,190 ml,100,0,1,10,23,0,,,,,,,,,
9,130,도와줘 흑흑 190ML,Black Food Beverage,"검은깨, 흑미, 검은콩으로 든든한 블랙 곡물 음료로
식사 대용은 물론 비타민D까지 채우세요!",http://image.istarbucks.co.kr/upload/store/skuimg/2020/06/[9300000002851]_20200616143156273.jpg,190 ml,165,3.4,5,140,9,0,대두 / 우유,,,,,,,,
9,131,딸기주스 190ML,Strawberry Juice 190ML,달콤한 국내산 딸기의 과육이 듬뿍 느껴지는 주스,http://image.istarbucks.co.kr/upload/store/skuimg/2019/06/[5210008070]_20190627152902146.jpg,190 ml,100,0,1,15,19,0,,,,,,,,,
9,132,망고주스 190ML,Mango Juice 190ML,노랗게 익은 열대과일 망고가 입안 가득 느껴지는 주스,http://image.istarbucks.co.kr/upload/store/skuimg/2019/06/[5210008061]_20190627152423130.jpg,190 ml,112,0,1,35,24,0,,,,,,,,,
9,133,수박주스 190ML,Watermelon Juice 190ML,수박의 시원함과 달콤함이 풍성하게 느껴지는 주스,http://image.istarbucks.co.kr/upload/store/skuimg/2019/06/[9300000002115]_20190626101440372.jpg,190 ml,90,0,2,30,18,0,,,,,,,,,
9,134,케일&사과주스 190ML,Kale&Apple Juice 190ML,국내산 케일과 사과의 달콤함이 조화로운 녹색 주스,http://image.istarbucks.co.kr/upload/store/skuimg/2019/06/[5210008072]_20190627153051165.jpg,190 ml,135,0,2,20,26,0,,,,,,,,,
9,135,토마토주스 190ML,Tomato Juice 190ML,국내산 토마토의 풍성한 과육이 듬뿍 담겨있는 주스,http://image.istarbucks.co.kr/upload/store/skuimg/2019/06/[5210008074]_20190627153254176.jpg,190 ml,70,0,1,120,17,0,토마토,,,,,,,,
9,136,퍼플베리 굿 190ML,Bilberry,루테인과 안토시아닌을 한 병에 담은 빌베리 주스!,http://image.istarbucks.co.kr/upload/store/skuimg/2020/06/[9300000002852]_20200616143324373.jpg,190 ml,100,0,0,15,24,0,,,,,,,,,
9,137,한라봉주스 190ML,Hallabong Juice 190ML,새콤달콤한 황금빛 제주 한라봉을 그대로 담아낸 주스,http://image.istarbucks.co.kr/upload/store/skuimg/2019/06/[5210008055]_20190627152215054.jpg,190 ml,88,0,1,40,20,0,,,,,,,,,
9,138,햇사과 주스 190ML,Newly Harvested Apple Juice 190ML,"햇사과 1개 반을 껍질 그대로 착즙한 사과 주스.
달콤새콤한 사과 주스를 신선하게 즐겨 보세요.",http://image.istarbucks.co.kr/upload/store/skuimg/2019/12/[9300000002565]_20191205134634845.jpg,190 ml,113,0,0.2,10,27,0,,,,,,,,,
9,139,블루베리 요거트 190ML,Blueberry Yogurt 190ML,블루베리 과육이 입안 가득 느껴지는 마시는 요거트,http://image.istarbucks.co.kr/upload/store/skuimg/2019/06/[5210008063]_20190627152600395.jpg,190 ml,155,3.6,5,70,18,0,우유,,,,,,,,
9,140,치아씨드 요거트 190ML,Chiaseed Yogurt 190ML,톡톡 터지는 치아 씨드가 입안 가득 느껴지는 마시는 요거트,http://image.istarbucks.co.kr/upload/store/skuimg/2019/06/[5210008064]_20190627152728532.jpg,190 ml,145,3.9,6,70,14,0,우유,,,,,,,,
